;negative;It's not possible to open the page in full screen without user interaction (clicking on a button etc.) because it would be extremely annoying.
;negative;"I've been having this issue for some time and kept just disabling the ""Script"" tab which is really annoying! I tried to click the pause button so it's flashing and refresh, same issue. Then, click so it's not flashing and refresh, same issue. I just now clicked the pause button (so it was blinking), then un-clicked it so it was not blinking, and then refreshed the page and it seems to have fixed it. The same page that was breaking on a script error is no longer breaking on the error."
;neutral;Another example from CodeProject:
;neutral;I'm afraid it can't be done, the psudo-class selectors can't be set in-line, you'll have to do it on the page or on a stylesheet. I should mention that technically you should be able to do it , but most browsers don't support it Edit: I just did a quick test with this: And it doesn't work in IE7, IE8 beta 2, Firefox or Chrome. Can anyone else test in any other browsers?
;neutral;The following page has several implementations of general purpose hash functions that are efficient and exhibit minimal collisions: @URL
;neutral;What does ABC in WCF stand for?
;negative;whatever generated this code is terribly broken!
;neutral;I can only help if I can see the full (ie. non-compressed) source code. The code included on the website has been modified (from jqDock v1.6 source) and re-compressed, which makes it extremely difficult (understatement!) to tell what has been changed. (I have also responded - with the same answer - to a direct email from the poster)
;negative;damn..thats what i was afraid of!!
;neutral;This question would now be more appropriate on SuperUser.
;neutral;"I'm asserting that cloning a VM doesn't constituent ""easy to do"" regardless of your skill set as running the app then ends up being a pain. Others thresholds for ""easy"" may differ but I don't think (without evidence) enough will to matter."
;positive;We eventually dropped using Filestream. I believe we never could get it to work right with Nhibernate. Good luck!
;negative;Can't find any manual about changing width of taglist element size. Taglist element is wider than icons I had set. It looks really awful =( Screenshot:
;neutral;You need to implement the interface so that will use your iterator.
;neutral;What can I do to increase the performance/speed of my PHP scripts without installing software on my servers?
;positive;I've found the following macros pretty useful! So you can just call or from within your app (as long as the header is included of course!).
;neutral;No I did not. The question is - which files..
;positive;I would like to get back all the option selected of a multiple select when i submit my form. like : using somthing like that : and get an array with all the value selected like ['2','3'] All that, without jQuery and in js or php is fine :) thx!
;neutral;Can library under GPL be used in the commercial software? How about lgpl?
;positive;I'm hoping someone familiar with using Bliss with Express will see this question.
;neutral;Its not possible to just execute arbitrary code by being able to alter a string. Only when you output the string directly, or use it in SQL should you be really worried.
;neutral;Have a look [here](@URL).
;neutral;Web API is bundled with MVC 4. It can be used separately and in combination with MVC. There are some rough edges around the integration but nothing very painful.
;negative;I host a project on CodePlex, but a bunch (200+) files need to have their extension changed. What is the easiest, least painful way to do this? I cant see myself doing them one by one in the IDE. Update: I know I can just remove and change them via the commandline/utility, and readd them, but that would lose history. Perhaps there is some commandline interface to TFS on CodePlex?
;neutral;You can just store it in a variable if it's scoped to each element:
;neutral;Can we inherit singleton class?
;negative;Putting data in the ID is a terrible, terrible idea.
;neutral;This is quite new in Django (since 1.0).
;positive;I saw questions about GWT + SPRING + HIBERNATE integration but none is clear or up to date with the current versions! Please if there is anyone who has a clear and simple example of the integration (form submit and saving in DB) I will be extremely thankful! If you could put the simple project in a ZIP and upload it (with its jars it will be great) Thank you!
;negative;The answer with a GUID is completely ridiculous (no sense at all) The Console hWnd is of course given by GetConsoleWindow() (!)
;negative;That's terrible :(
;negative;I was afraid of that!
;neutral;What is the code equivalent of setting endpoint headers in configuration?
;negative;If I can avoid it, no. And, to my knowledge, there is always a way to avoid it. But I'm not stating that it's totally useless either
;positive;I did a lot of VRML+Java work in college and loved it, but I feel like it's not really a marketable skill. Has anyone worked with a high level graphics API like open inventor, coin..etc that is actually in use to a degree that makes investing a lot of time in the API worthwhile for something more than a hobby?
;positive;Based on the RolandMySQLDBA's answer I think we can use the above to get the size of each schema in a table: Really liked it!
;negative;I'm trying to do this in a makefile and it fails horribly: do you know why? I guess it has to do with escaping, but what and where?
;negative;I have run into this too. It is very annoying! Here's why it might be happening. The width of your li items, plus any margins is more than the width of #maincontainer. That means the last li item spills over #maincontainer and the script will want to move that last bit in, leaving an extra click. One way to check this: assign an id to the last li, and make the width less, and see if that doesn't fix it. If so you need to make the #maincontainer wider.
;negative;I'm afraid I can't entirely follow your question - do you want to have a sign up form for membership or email notifications shown as an article? If so, then the easiest way is to install 'm2c' - the 'module to component' component. Then you can put any module (ie the sign up box) in the centre content area. The m2c component can be found here:
;neutral;should be \'s you can tell my preferred environment....
;neutral;Why does serialization require a serial version UID in implemented class?
;negative;The problem is that you never run the method, so the field stays at zero. It's a really terrible idea to give a field and a method the same name.
;neutral;Use a real GC instead of reference counting.
;positive;I SOLVED IT! I used YouTube API and it works fine :) Thank you for your help!!
;positive;Wow great answer and very quick!. Explained everything.
;negative;It's HORRIBLE! No, seriously, I don't like it.
;positive;Good question. I noticed method entry breakpoints slow things down considerably when I'm debugging Java programs with Eclipse. I hope someone has the answer!
;negative;The objective of my endeavour is to have a linux computer execute a command (or maybe a local script - on the target) over a local network. Ideally, I would use SSH to do this but unfortunately my embedded target is running WinCE which is absolutely horrible. To do this, I would require an SSH server running on WinCE. I looked into the OpenSSH port but it doesn't work and development for that stalled six years ago. To wrap up, I am looking for an alternative solution to using SSH on WinCE. So, any ideas?
;positive;i really love the jquery validation plugins, look neat stylish and accessible, but as you know JavaScript can be turned off and boom your user can enter what ever he wants, therefore you should validate on server too, so what is the best approach here ? do double validation one with jquery and one on server side or is there a better solid secure way ?
;neutral;Would the following code work?
;neutral;Back in the private beta (this question dates back to about a week after the private beta began) the discussion aspect of the site was not terribly well-formed. I didn't really want to state an opinion, merely state an alternative approach. I think the pros and cons have been adequately addressed in the other answers / posts.
;neutral;+e766 // Include of header file FileName not used in module String
;positive;Excellent! You, sir, need a Flattr button. Or join Gittip.
;negative;The plan of making a mum/dad accessible UpgradeYourBrowser page was growing for me the last few days, but now caffeine and this bug just filled me with angry rage (the green kind)
;positive;If you only need the count (like you express in your original question), you could do: Hope it helps!
;positive;I have a file containing unsigned 64 bit integers in little endian format shown below I'm looking for a way to read these numbers in and then convert them to their decimal equivilant The code I have so far is as follows: which gives me the following output from the first number I've been looking at how to use structs for this as it seems like it is what it was made for but I've been unable to find the correct syntax using them. Any help would be hugely appreciated!
;neutral;The ObservableCollection is most likely the solution, but if it still gives you grief, you can directly access your static resource by calling the following code after your list gets updated:
;neutral;How do I format a string to title case?
;neutral;that's what I thought, that's why I'm surprised
;neutral;I was planning to use it with TFS.
;negative;I really hate thinking that code can tell me how to think instead of me telling it what to do ... anyway ... here is an example for loading the controller rendering the page, and it can load any controller inside the helper. EDIT: just realiced this is such an old post :( ... this is working in cakephp 2.2.3
;neutral;I'm pretty sure you want a datetime or timestamp column in that table, too: I can't imagine a variant of the app you describe where it would be irrelevant WHEN a status update was posted!
;negative;put your path and your shadow in a set. apply your animation to the set and it'll affect both. a really terrible example where I move both at once.
;neutral;Unless you're writing code for a really critical inner loop (simulator core, ray-tracer, etc.) there is no point in worrying about any performance hits in this case. There are other more important things to worry about in your code (and other more significant performance traps lurking, I'm sure).
;positive;Excellent! it's very useful to me!
;positive;yeah it working fine :) Thanks !!
;negative;Still no go, I am afraid :/ This does not remove 'www' from the url.
;negative;Would've loved to. But there is no hash_map in the C++ standard library, and PHB's don't allow code outside of that.
;positive;Excellent question! I can't figure this out either. Please post the answer here if you figure it out.
;positive;I have a script in which I need to process a file using ajax. Everything in the script works, except I can not get the right variable. I have tried everything and I currently have this in its place I was wondering if anyone could tell me how to successfully set whatever is in this field As a variable in the ajax script that I have. All help is extremely appreciated, thanks for the help!
;neutral;you used days= instead of day=
;negative;I wish i knew, I am on 3+ projects and have to do 3+ SCRUMS a day. :cry:
;negative;isn't generic, so your code is effectively: At that point is it clearer why you need the cast? (Not that the cast will really anything at execution time, of course...) You're not calling which is what you really want to be doing, effectively. It's just another case of Java generics being a bit of a pain :(
;positive;I am in need of generating a random string with spaces and mixedCase. is all I got so far: I am getting only uppercase strings with no spaces - I believe the tweak should be pretty striaghtforward to get mixed case and spaces in the soup. Any help greatly appreciated!
;neutral;Which GUI are we talking about: SWT, Swing, or (classic) AWT?
;positive;There is this about hardware to improve compile time. Also this really excellent from Scott Guthrie on looking at hard drive speed for performance.
;negative;I don't do c# anymore but yes I remember those templated stuff was really painful.
;negative;@URL :(
;neutral;Take a look - email is sent using , so you could just add: to the .
;neutral;So I have tried 3 options HTML
;negative;So I am using the android Alarm to try and hit a PHP script every 3 minutes....it's going to check if a notification needs to be sent to the user. I keep getting a nullpointer exception, and whats more weird is...whenever I run another POST or GET request, the alarm fires off as well (even though its set to ONLY every 3 minutes...) Here is my code for the alarm (AlarmReceiver): here is my code to set the alarm (on MainActivity):
;positive;in my database I have these two tables (Project and Theme). I also have a middle table called Project_Theme which contains ProjectID and Theme. In Theme there are about 15 values pre-setted. I am able to display all these themes into checkboxes however I don't know how to save them in my database. Here is my controller : Here is my model : And my second model : Finally here is my create view : So please if there is anyone that could help me, It would be really great :)
;positive;You must redraw your background with each change in your line (that��s the canvas way) Don��t worry, canvas is very fast at redrawing! Here is code and a Fiddle:
;positive;Stu Nicholls's site has a lot of examples of how to do this without javascript. It's a really excellent resource.
;negative;I have a table that is referenced by a ton of other tables via foreign keys. I am trying to delete a Document record, and according to my execution plan, SQL Server is doing a clustered index scan on every one of the referencing tables. This is very painful. I thought having a FK automatically made an index on the FK fields? Or am I wrong? Do I really have to go around my database putting an explicit index on every single FK field?
;neutral;"What do you mean ""outside MVC""? If you're that worried about it, type out the full class name!"
;neutral;I have a process in erlang that is supposed to do something immediately after spawn, then send the result back to the parent when it is finished. How do I figure out the PID of the process that spawned it?
;neutral;Try using a instead. I don't think HashMaps guarantee order. output
;neutral;how to do this in codeigniter ?
;negative;My guess would be from a colleague who wanted to scare this person out of ever using 'this' again. It can be fairly annoying when someone uses 'this' for every single thing they do. Not that it justifies lying to a new programmer, but I can imagine someone doing this out of frustration.
;negative;This is a method in Java, that(when k == 0) in int[] arr has one of k-combination int[] intems. In variable iloczyn is calculated product of elements in this combination. In tmp is calculated sum of all such products. Unfortunately, System.out.println(tmp) shows, that when function ends, tmp equals 0. This is very sad, because i need this variable for next calculations. What shoud I do?
;negative;Shameeeee on me!!!
;negative;Yeah, it's definitely annoying!
;neutral;"This is a common problem, and it's not a matter of ""PHP is lying to me!"" You have to understand how PHP sends the emails, and how servers interpret and process them. Your email host is likely interpreting these emails as spam, and sending them to a quarantine folder. None of this has anything to do with how PHP is handling your email."
;neutral;Speed of data entry. We have data entry operators who hammer data in using the keyboard (and often just the numeric keypad) so it's impractical for them to reach for the mouse half way through an entry screen.
;neutral;Is there a standard way to see how much stack space your app has and what the highest watermark for stack usage is during a run? Also in the dreaded case of actual overflow what happens? Does it crash, trigger an exception or signal? Is there a standard or is it different on all systems and compilers? I'm looking specifically for Windows, Linux and Macintosh.
;positive;As I comment your question, there are of problems inside your code so better will be to use some ready function/class for it :) just search for it ..How ever I can give you easy way to display what you want..Replace your FOR loop with that code and it will be fine :) But really !!! 1st - MYSQL_ functions are deprecated use mysqli or PDO instead.. 2nd - ESCAPE all variables in your queries.. 3rd - Think for using more flexible methods of work (function/objects ..)
;negative;/me works out more what your code does and screams in agony.
;negative;I swear - I don't put pseudo code I get told off for having bad variable names and things that don't match... I put pseudocode and I still get grief!
;neutral;Partition it first, to divide the zeros from the non-zeros. Then sort the rest. Oh, and before worrying about that, profile first!
;positive;Excellent, thanks again!
;neutral;Any decent browser should protect against malicious code in images so I don't think you'll have to worry. If you're truly concerned you can use a combination of getimagesize() and see about using a ClamAV extension/program to scan files for malicious code. Nothing is perfect though.
;negative;I have an Android app that looks absolutely horrible if the user sets their font size to large or extra large (via Settings -> Display -> Font size in Ice Cream Sandwich). It just plain wasn't designed for variable font sizes, and it makes a lot of the text unreadable. I've seen applications that preserve the font size for most views, so I know that there has to be a way to do this. Is there a simple way for me to tell the application to ignore the user's font size preference? And if there isn't, how would you suggest that I go about calculating the font sizes? If nothing else, is there a way for me to retrieve the user's font size preference?
;negative;Yup, wcf is a world of config pain, stick to asmx
;neutral;This doesn't do title case, where small words (articles and prepositions) should not be capitalized.
;neutral;I want them to resize based on the length of the data they're showing.
;negative;Yes, I hate how Skype tries to use port 80... I sometimes forget to change it, and then when I try to test some web thing I've written, Apache won't start.
;positive;I figured out, way of calling the Hub was not correct. For the time being i have modified my code as in Global.asax :- Works absolutely fine now :) Still figuring out better alternatives !!!!
;positive;Before you go that route, have you seen this: It's a series of articles about writing Effects (supported in .NET 3.5SP1) as fragment shaders that run on your GPU... Pretty neat stuff!
;positive;Excellent icons on !!! We use them in PerTrainer iPhone application You can see screenshots here: I also found some good icons here: Hope this helps!!!
;neutral;The Client Profile has got better (and smaller) in .NET 4 see
;neutral;How do I code for a company icon to appear on the left-side next to the URL address in the browser's address bar?
;neutral;How large is the file? Can it fit in memory?
;negative;I lied. The problem is back with a vengeance... 4009 errors in 229 files. This is ridiculous! VS2013, Resharper 8.0.2.
;neutral;I'm trying to follow and similar tutorials. I've got a custom SPJobDefinition derivative and a feature. The definition doesn't do anything yet, since I'm just trying to get it setup. The feature has the following code in the FeatureActivated: What am I missing? It all deploys fine, and the feature activates fine, but it doesn't show up in the list of job definitions!
;negative;Here's a really terrible hack if you don't want the indirection and don't mind doing the cleanup yourself:
;neutral;You have a data race because of the conflicting read/write access to . This implies that the behavior of your program is not defined. The race condition on is the least of your worries: the program could do anything!
;neutral;What about : ie, without the simple quotes you were putting arround the table name. Or, as you are using double-quoted string, which means variables are interpolated : As a sidenote, in both cases, you must be really sure that doesn't contain any malicious data !
;positive;Maybe this will be of some help -
;negative;By the way, I agree with Henrik P. Hessel. This is a very horrible piece of code.
;positive;'Course I do, corrected.
;negative;My company currently use CruiseControl.NET, which I find quite a pain on the neck to configure. What CI solution do you use?
;neutral;What does these warnings mean?
;negative;I would tend to leave them open -- but open them with the file share permissions set to allow other readers and make sure you flush log output with every message. I hate programs which don't even let you look at the logfile while they are running, or where the log file isn't flushed and lags behind what is happening.
;negative;Getting the ssrs add-in to install properly was a complete pain. I think it had to do with the fact that we did development on the server prior to installing the ssrs add-in. I ended up un-joining the farm, re-joining it, then installing the component. That got it to work. Then I just had to re-deploy solutions, re-activate features and re-configure my web.config.
;neutral;I running an exe from a .NET app and trying to redirect standard out to a streamreader. The problem is that when I do myprocess.exe >> out.txt out.txt is close to 14mb. When I do the command line version it is very fast but when I run the process from my csharp app it is excruciatingly slow because I believe the default streamreader flushes every 4096 bytes. Is there a way to change the default stream reader for the Process object?
;neutral;Performance is very rarely a motivating factor in the choice of a loop.
;negative;Talking about feelings.. I really hate the asp.net CalendarExtender..
;negative;"For someone who uses the Ctrl-W bindings in vim habitually, it is incredibly annoying to have Chrome OS ask me, ""Wanna close this window, then?"" How do I remap keys in Chrome OS? Can't find this top secret setting anywhere."
;neutral;+1. I do this in several querying libs, especially the ones that flow through to web services.
;negative;Is this valid ? what I'm really worried about is can you specify type and also use def at the same time?
;negative;I installed Delphi 2009 Update 4 yesterday (very painful process ) Now, How can I make sure if it is properly updated? What is the build number shown in the IDE about box?
;neutral;I've got: Then I've tried: and
;positive;I am trying to make Authlogic and Facebook Connect (using Facebook) play nice so that you can create an account either the normal registration way or with Facebook connect. I have been able to get the connect to work one way but logging out only loggs out on facebook and not on my site, I have to delete the cookies to make it working. Any help would be awesome, thank you!
;positive;sounds like desirable behaviour to me! How do you make it do that again?!?
;positive;@USER Great success! If you submit that as an answer instead of a comment, I'll accept it!
;positive;no worries! You should answer your own question, so others in future know what the issue was.
;negative;According to the documentation in VB6 the Mid function returns a variant, but Mid$ returns a string and apparently this is more efficient. My questions are : What simple test can I use to discern the difference in performance ? I tried looking at simple app which did a few string operations, with , but there was no discernible difference. Is it worth worrying about? I've gotten into the habit of using the $-ized functions, but should I recommend everybody on my team to use it as well ?
;neutral;I'm not very sure if this is what would help you, but you could try
;positive;I have a button that, when hovered over, I would like the background image to display also. (It is an arrow an explanation of the button). There are quite a few questions similar, but I couldn't quite tweak the answers to work for me. The HTML looks like the CSS then is Any ideas hugely welcome!
;neutral;XmlSimple is a part of Rails, but it's not dependent on Rails. You can install it into Ruby without installing all of Rails by using `gem install xml-simple`.
;neutral;oh ok...I forgot php considered empty strings as FALSe, though it was just 0 and null
;neutral;"Also look at the ""Bubble Sort"", works excellent with those classic asp tag cloud."
;positive;Is it possible to use some kind of attribute to throw an exception. This is what I mean. Instead of doing this: Do something like this: Any help would be greatly appreciated! Best Regards, Kiril
;negative;This is one of the shortcomings of DGV that I absolutely hate and why I almost always bind to an IEnumerable of an anonymous type.
;neutral;Add this to the main solution to make sure the the binding is updated to zero when the textbox is cleared.
;neutral;"If you want it now, search on ""Micro ORM"" for multiple options."
;neutral;I've never come across native support for this (although that'd be pretty awesome), but there *might* be a plugin (or you could write it yourself!).
;neutral;You can just see all the W3C Examples and you'll be fine! Delete a Cookie with JavaScript Deleting a cookie is very simple. Just set the expires parameter to a passed date:
;neutral;Doesn't this just tell me the maximum number of connections that I will allow on the database, not the maximum that it has achieved???
;neutral;Realted: @URL
;neutral;Actually, Flash is not always slow and it doesn't always take all that much code.
;neutral;Just that they make you list the type twice. i.e. List list = new ArrayList()
;negative;FlexMonkey may be more of a pain than it is worth. Gorrilla Logic claims it works with custom components but I have found this is not the case. Anything with a renderer seems to have serious problems. It is a lot harder to set up tests than they claim and the tests aren't stable. I have written tests for one component 5 times now using hardcoded ids. Sometimes it just can't see the component and it dies. They only have 3 short paragraphs explaining tests in their user guide and they only respond to questions about how to set it up on their google group. I would avoid using this.
;neutral;Check the answer on question [Mobile Safari back button](@URL)
;negative;All but one of the answers you got provide another frightening example of how people can get very basic C syntax wrong.
;positive;I've got an application that I'm moving over to ClickOnce and the app has a moderately sized data folder with hundreds of files that I need to inlcude in the deployment. The folder needs to be in the same place relative to the EXE after deployment. I've seen several suggestions on how to do this but there doesn't seem to be a agreed upon method for doing this. Any suggestions would be great - Thanks!
;negative;This is a terrible idea, as a compact on a database already in a suspect state can lose data that would otherwise be recoverable before the compact. Compact On Close should under all circumstances be turned OFF.
;negative;@USER sad but sometimes the dropbox servers go down, this may also cause this!
;neutral;Seems that it has moved to github: @URL
;neutral;What is SIP in your answer ?
;negative;This is totally abusive if you intentionally are using this with resources that are managed.
;neutral;I'm reasonably certain you can't shift focus to another tab. My understanding is this is done to somewhat limit pop ups and other malicious content from stealing the users focus.
;positive;Reviewing the MSDN docs for the functions listed , I see that the function checks with the SMBIOS table, which is referenced by a standard It appears that you indeed can find the information you seek through the BIOS. You may have to install a driver to get that information out to your program. Good luck!
;positive;We are now 2 years after migrating to TFS. Just upgraded to 2013. The team absolutely love it and can't even think about the old svn days!
;neutral;Also, you need to use `$(this)` instead of just `this`
;positive;I found that the best way to do this was to use Access and save as a text file and then you can set your own field width and export. excellent!
;negative;Lastly, I don't see any styling data. Does your project have some CSS defined somewhere?
;positive;There is a such thing as a [sublime-project](@URL) file which you could check into Version control, but it seems like it could be overridden by Syntax specific settings per the [settings doc](@URL), and people would likely have to use the project file to get the benefit. [This blog](@URL) is also interesting and applicable.
;neutral;Comments should be not since we don't want this code to be shown to the user
;neutral;This is a slightly tricky question. I am using NSDateFormatter on the iPhone but I wanted to only show a standard date without the years component. But retain the users locale formatting for their date. I could easily override the formatting using But now the date is in my in en-nz format eg 12:01PM Wednesday July 7. So I have totally killed the locale for any other users around the world. I would like to say. Give me the correct localized date for this users region but omit the years component. Since the date is being displayed as string, I am tempted to just fromat the date and then remove the year component by just cutting this out of the string.
;neutral;If I understand your question correctly, the exception is because variable is not found inside the function. I'd suggest learning scoping rules in Python or read this excellent to-the-point chapter on the topic (or search for this topic on the Web!).The other thing I'd recommend is not to handle all exceptions as you've shown in your snippet. Here's why.The fixed code could look something like this:
;positive;Excellent! I hope you liked the `$.when.apply(...)` with its double nested .joins. That's the bit I had to test.
;neutral;We've been using a combination of TWiki OpenGrok for the codebase usenet LotusNotes based system As long as there is a google search appliance pointed at these things I think it's ok to have any or many versions as long as people use them
;negative;Whoops, just realized something...there's no way for me to specify a max length when using String.String(sbyte*) which basically means death to using the constructor for the purpose of reading out of a ring-buffer since it could keep reading past the max length into the next segment!
;neutral;I'm a complete newbie to C++. Can somebody explain to me how this works?
;neutral;anyone got a clue on this?
;negative;I'm just going through the same process! I was looking at this page: @URL've got to love java/oracle documentation!
;positive;It depends on the screen size because a 7' screen with FHD will not have the same dpi as a 17' screen with FHD. to know DPI I use this calculator : and for the folders please try the actual google documentation it is pretty complete: hope it helps!
;negative;clicking the zoom (or pan) button again, restores it. terribly silly - yes!
;positive;None of the above is exactly what I was looking for, so I wrote one. super simple to use %B in the printf!
;neutral;What are Maven coordinates of ?
;positive;Hey I figured it out! I wasn't using Virtual, New, nor Override keywords effectively and I learned how to directly access the Font property of the progressbar control. I bet you guys figured all this out and was letting me think it through. Totally awesome! How did you guys get to be so smart? Well anyway, thanks for letting me learn from the best teacher of all. God bless! Craig. (Now, how do I close this question again?)...
;neutral;I am not sure if it does, I will check into that. That may be the solution I need.
;positive;"Two excellent answers, thank you! I chose Andrew's primarily because I learned a bit more about knockout from it, but both are good options. I'd use RP's method to get something to use in a more generic ""anything can be chosen"" scenario, but I think making it a single object is probably a better fit for my uses."
;negative;Here is a solution that works for lower case strings only. Horrible horrible code, but I was trying to see how few lines I could write a solution in.
;neutral;Try but short answer is
;positive;Something like this? Bonus. With the switch to you have readline editing capabilities, and tab completion on files. Wooow!
;negative;Vineet, what you are trying to do is a terrible idea! If you ever find yourself having to engineer something as fundamental as that, take a step back and work out what else does it! I don't really believe in the whole spoon fed SO thing, but what mtwebster says is on the right track!
;neutral;Take from :
;positive;I'm working with a console application (C#) at the moment. What it does is pulls files from a database and stores them in their relevant folders on the C drive on a local machine. At the moment, every time I run the console app, it pulls ALL the files from the database. What I would like to be able to do, is each time I run it, It only pulls the files that were submitted since I last ran the console application. Currently, this is the linq statement that pulls the files from the database. Ideally I'd like something like the following where the date and time of the last run of the application is stored somewhere: I'm unsure on how to go about achieving this. If anyone had any advice on it I'd be very greatful :)
;neutral;"The problem here is that you already stringified the response as JSON before passing that into another data structure (now as a string) in order to return that as JSON. So you are basically doing a double encode and the ""string"" gets encoded.So just pass in the data once: So on a small collection like this: Yo get a result like this: If you are really worried about the order of those two keys then you can use the bson ""dumps"" to go to a string then decode with the standard json decoder in order to get a native dict with the Mongo objects deserialized, then further put into your ordered dict.But really your client should not care about the order of the keys and just expect those root elements."
;positive;Programming Student here...trying to work on a project but I'm stuck. The project is trying to find the miles per gallon per trip then at the end outputting total miles and total gallons used and averaging miles per gallon How do I loop back up to the first question after the first set of questions has been asked. Also how will I average the trips...will I have to have a variable for each of the trips? I'm stuck, any help would be great!
;neutral;If your end goal is to add elements to your page, just manipulate the DOM directly. Don't use string concatenation to try to create HTML - what a pain! See how much more straightforward it is to just create your element, instead of the HTML that represents your element: Then, later when you put the element in your page, instead of setting the of the parent element, call :
;positive;"BTW - your article on ""the Math behind Transforms"" is an excellent read - very helpful indeed!"
;neutral;This is really a design / aesthetics question.
;negative;"Notably, the debugger shows the string *with* escape characters. When the string is printed in the console, the escape characters are not included. ""\""code\"""" vs. ""code"". This 100 character limit is very annoying as it prevents you from copying, say, a long JSON string and then immediately pasting that string (escape characters included) as a test string variable in your code."
;neutral;No worries, you should really try to learn css, it helps alot!
;neutral;I have a bunch of .NET frameworks installed on my machine. I know that with the Java JDK, I can use the 6.0 version to target 5.0 and earlier. Can I do something similar with the .NET framework - target 1.0 and 2.0 with the 3.0 framework?
;positive;+1 for one assertion per test
;neutral;I'll bump them all so they can get 10 at least.
;neutral;IDEA importing Eclipse .launch files.
;neutral;Request.AbsoluteURI
;positive;That looks like a really excellent article, thanks for linking it. :) Where are you getting stuck? Do your logfiles show attempts to access the mobile content? If you add some logging to your browser detection, can you tell when the Opera Mini emulator is connecting vs when a desktop browser connects?
;neutral;You need to the file name as you build your URL. This will escape the '#' character, allowing the browser to interpret it appropriately. Proper encoding is very important for preventing attacks against your application, which can be devastating.
;negative;Probably has something to do with the unbearable bugginess of the Telerik RadControls suite
;negative;I'm trying to pull in tagged photos of the current logged in profile. Got a session ID but it appears it's an empty array. I'm aware this code is probably really awful, I'm new to PHP and just trying a few things.
;negative;ouch. I have a large table, and the row by row insert is very painful
;neutral;Not really, no. I basically just took JaredPar's word for it that the threadID would be reasonably stable, used this during testing, and then changed the interface to react to OnMouseMove events instead for the final deployment. I didn't do that originally because it means passing events up through a whole chain of Controls and is generally just a pain in the ass. It is, however, more reliable than the above method, which only failed once or twice during the whole of testing, but did fail.
;negative;I am crying on the inside. And on the outside.
;neutral;anybody got an idea? build.xml
;positive;examples of input and output would be extremely helpful here.
;positive;I'm trying to make a link inside the fancybox single image title. I want it to redirect me to another fancybox window (witch is inline)... I have a script that makes the whole single image a link, but this targets my document title instead of the anchor title... I really hope someone will have a solution or a better idea on how to do it!! :) Thank you thank you thank yooou! :) btw: I have almost never worked with scripts.. In depth anyways...
;neutral;Undefined doesn't always mean unpredictable. As I said, it's definitely abuse.
;negative;"I abhor debugging a `forEach` loop. Step in, step out. It's so much easier to just debug a `for` loop;"
;neutral;Then you could better do \`__file_\_\`, to get `__file__`.
;negative;Reinnstalled Xcode4 - same thing. Awful!
;negative;Link is down again.
;positive;Here are my tables. And here are my object classes I'm brand new to dapper and orm in general, so please bare with me. Would a many-to-many relationship be possible to map out with dapper? If so, could someone provide a coding sample, that would be extremely helpful! I am also open to switching to a heavier orm if that would make these advanced mapping scenarios a lot simpler.
;negative;Hmm I fear I've opened a Pandora's box of higher maths! I'll see if I can understand any of those articles...
;neutral;@USER can I use that online?
;neutral;What languages do you work in? Is there a specific Testing Harness you recommend?
;positive;I absolutely love ! I tried the REST support in WCF and was quickly turned off from it. Good luck!
;neutral;@USER Bennett: so which of the two alternatives did you choose? Did you contact Avast?
;neutral;LinqBridge only gives us Linq syntax on .NET 2.0. We still need an ORM.
;neutral;I just started practicing TDD in my projects. I'm developing a project now using php/zend/mysql and phpunit/dbunit for testing. I'm just a bit distracted on the idea of encapsulation and the test driven approach. My idea behind encapsulation is to hide access to several object functionalities. To make it more clear, private and protected functions are not directly testable(unless you will create a public function to call it). So I end up converting some private and protected functions to public functions just to be able to test them. I'm really violating the principles of encapsulation to give way to micro function testability. Is this the correct way of doing it?
;positive;Is there anyway to control the styling of the scrollbars of a div tag? I am experiencing some contrast issues between IE7 and FireFox 3.5.2. Any help would be greatly appreciated!
;neutral;Is determined at compile time?
;negative;In general, this is a _terrible_ idea. C++ headers are not intended to be included in an alternately namespace as was used here.
;neutral;When I first read this, I couldn't help but think you were very sad about your Programs directory.
;negative;I really really hate to ask this, but did you try rebooting?
;negative;I just got through this exact problem. What a pain! If you are running a 32-bit JVM on a 64-bit Windows, make sure that you set the execution policy for the 32-bit Powershell interface. I found my 32 bit executable here: The 32- and 64-bit Powershell environments are completely distinct so setting the execution policy in one has no effect on the other.
;negative;@USER it is indeed strange enough that `Files` does not have a recursive deletion method... That sounds like an obvious thing to have. But it probably isn't. How to deal with errors, for instance�
;positive;The WPF SDK Team posted a EXCELLENT article about chromeless windows available here: This is a MUST read!!! UPDATED Also found article by Lester Lebo on how to use the WPF Shell Integration Library for a custom window chrome
;negative;How can I get my Error, Logcat, Debug, etc. tabs to go back to the bottom-middle of Eclipse? For some reason, they moved up between the Package Explorer and the code editor in a vertical arrangement - I really hate it when sections of an IDE break off and dock to some seemingly arbitrary area.
;neutral;dupe: @URL
;neutral;found another simple solution @URL
;negative;that's some very dangerous advice!
;neutral;If it comes with an incredibly annoying sound, then it's a MessageBox. It not, then it's maybe some kind of child window - see
;negative;This is an internal error *in the Python C code*. Something more heinous is going on here, I don't think this is an error in your Python code.
;neutral;I've got a couple of models. Neither have any list view other than their admin entries. For that reason, it's a bit of a pain to manually work out the URLs for model instances. I would like to show a link on the listing and detail admin views that takes me directly to the public view. I can do the nonsense that works creates the URL but I don't know how to get it to show in the admin. Any ideas?
